,artist,loved_count,mediaid,posted_count,sitename,time,title,loved
928,Ian McFeron,7,1bbdw,1,Richmond Playlist,210,Comfort In The Bottle,True
929,Jason Isbell & The 400 Unit,50,1atc2,4,ninebullets,229,Alabama Pines,True
930,O'Death,774,18kgj,43,SUCKA PANTS,135,Bugs,True
931,Keegan DeWitt,56,16s1w,3,guerolitomusic,298,Two Hearts (mp3),True
932,Ryan Adams,6,1bdk6,1,Cover Me,382,Lovesick Blues (Hank Williams cover),False
933,Ryan Adams,3,1bdkc,1,Cover Me,321,Sin City (The Flying Burrito Brothers cover),False
934,Southeast Engine,11,1a055,3,Music Savage,307,Adeline of the Applachian Mountains,False
935,William Elliott Whitmore,44,1bbvs,7,brooklynvegan,256,Everything Gets Gone,True
936,Caitlin Rose,23,19mrn,3,My Old Kentucky Blog,198,Shanghai Cigarettes (LaundroMatinee.com session),True
937,The Elected,57,1bbhp,7,Indie For Bunnies,232,Go For The Throat,True
938,Richard Buckner,4,1b90q,1,Hyperbolium,138,Traitor,True
939,Dawes,165,10hkx,9,The Ruckus,246,When My Time Comes,True
940,Band of horses,389,bj2x,12,Draw Us Lines,189,the general specific,True
941,The Devil Whale,76,19ad0,10,The Wheel's Still In Spin,224,9 Barracudas,True
942,The Moondoggies,20,18d25,7,Austin Town Hall,164,Track 01,True
943,William Elliott Whitmore,9,1berk,1,captain's dead,269,shotgun,False
944,Jason Isbell,4,1bemj,1,Berkeley Place,382,Hey Pocky Way (The Meters),False
945,Virginia Dare,6,1bdww,1,For The Sake Of The Song,225,How Does It Feel,False
946,Ryan Adams,3,1bdjx,1,Cover Me,231,Saturday Night Special (Lynyrd Skynyrd cover),False
947,Ryan Adams,15,1bdk4,1,Cover Me,194,Dead Leaves and Dirty Ground (The White Stripes cover),False
948,Ryan Adams,13,1bdke,1,Cover Me,108,Asleep (The Smiths cover),False
949,Okkervil River,87,1adc0,9,Heartache with Hard Work,265,Rider,False
950,Ryan Adams,7,1bdkb,1,Cover Me,407,Rocket Man (Elton John cover),False
951,Caitlin Rose,10,197sq,2,Largehearted Boy,131,Marie (Randy Newman),False
952,Jason Isbell,7,1bemh,1,Berkeley Place,365,Atlantic City (Springsteen),False
953,Jon Langford,11,1b7qh,6,Berkeley Place,257,Sentimental Marching Song,False
954,The Elected,6,1aavz,1,Everybody Taste,239,Go For The Throat,False
955,Peter Case,6,1achw,4,Largehearted Boy,246,Round Trip Stranger Blues,False
956,Monsters Of Folk,339,vmm7,13,surviving the golden age,174,Baby Boomer,False
957,Ryan Adams,9,1bdjd,3,Largehearted Boy,382,Expressway To Yr Skull %,False
958,Ryan Adams,40,tbe2,4,Cover Me,222,Like A Virgin (Madonna Cover),False
959,Ryan Adams,17,1bdjm,2,Fuzzy Logic,219,Sweet Home Alabama,False
960,Ryan Adams,12,1bdjc,1,Cover Me,123,Last Nite (The Strokes cover) (Solo Version),False
961,Ian McFeron,5,1bbdt,1,Richmond Playlist,243,Anna Behind The Veil,False
962,Ian McFeron,12,1bbdv,1,Richmond Playlist,316,Summer Nights,False
963,Ryan Adams,16,1bdjq,1,Cover Me,401,Helpless (Neil Young cover),False
964,Jeffrey Foucault,28,1bd94,4,Slowcoustic,293,Goners Most,False
965,Ryan Adams,9,1bdk5,1,Cover Me,441,A Song for You (Gram Parsons cover),False
966,Ryan Adams,6,1bdjp,1,Cover Me,402,Stella Blue (The Grateful Dead cover),False
967,Ryan Adams,3,1bdjv,1,Cover Me,195,You're Still on My Mind (Luke McDaniel cover),False
968,The Elected,141,1aasq,15,The Wheel's Still In Spin,212,Babyface,False
969,Ryan Adams,4,1bdjs,1,Cover Me,294,Hickory Wind (The Byrds cover),False
970,Ryan Adams,6,1bdjg,1,Cover Me,529,Come Down Easy (Spacemen 3 cover),False
971,Elliott BROOD,317,1b4px,17,Chromewaves,303,Northern Air,False
972,Richard Buckner,62,1b57r,22,My Aimz is True,313,Traitor,False
973,Ryan Adams,12,1bdjz,1,Cover Me,204,I Still Miss Someone (Johnny Cash cover),False
974,Ryan Adams,3,1bdka,1,Cover Me,171,Last Nite (The Strokes cover) (Band Version),False
975,Okkervil River,84,1bdj5,5,Captain Obvious,231,The Valley,False
976,Ryan Adams,13,1bdk2,1,Cover Me,280,Sweetest Decline (Beth Orton cover),False
977,Ryan Adams,4,1bdjt,1,Cover Me,245,Bitch (The Rolling Stones cover),False
978,The Moondoggies,166,17zay,19,The Music Ninja,349,What Took So Long,False
979,Ryan Adams,7,1bdjr,1,Cover Me,363,Wharf Rat (Grateful Dead cover),False
980,Ryan Adams,7,a1n6,2,Popdose,154,Two,False
981,Ryan Adams,3,1bdk0,1,Cover Me,495,Brown Sugar (The Rolling Stones cover) (Solo version),False
982,Ryan Adams,6,1bdjk,1,Cover Me,147,Disco Duck Rap (Rick Dees and His Cast of Idiots cover),False
983,My Morning Jacket,29,1bd4p,1,Berkeley Place,365,Careless Whisper (Wham!),False
984,Jason Isbell,4,1ba1q,1,Berkeley Place,195,Only Daddy That'll Walk the Line (Waylon Jennings cover) (Mike Dillon on vocals),False
985,Alejandro Escovedo,3,1b8v4,1,Largehearted Boy,446,Like A Hurricane,False
986,Pusha T,1057,1a63q,3,earmilk,183,Open Your Eyes,False
987,My Morning Jacket,3932,1akfa,70,Shelter From the Norm,439,Circuital,False
988,Ryan Adams,8,1b8vc,1,Largehearted Boy,119,Nervous Breakdown (Black Flag),False
989,Anthony Da Costa,5,1b93v,1,Cover Lay Down,310,I'm Looking Through You (Beatles cover),False
990,Okkervil River,423,1a8rj,42,Chromewaves,206,Wake and Be Fine,False
991,My Morning Jacket,200,1bbhr,6,Chromewaves,228,1373 Holdin On To Black Metal (Radio Edit),False
992,Emalkay,895,1b5pj,2,embee music,291,Fabrication (Extended Mix),False
993,Childish Gambino,18970,190q4,30,EARMILK,215,Freaks & Geeks,False
994,Austra,12527,18bt7,102,Audio Drums,270,Lose It,False
995,Jai Paul,10009,108jg,64,music is art,211,BTSTU,False
996,D.veloped,16128,1g7c9,12,djnodj,206,Bring Em Home (Edward Sharpe // T.I.),True
997,Afrojack,850,1b6qs,1,earmilk,259,Prututa,False
998,Alex Winston,1700,18c30,15,EARMILK,220,Locomotive,False
999,Benjamin Francis Leftwich,2420,14wvc,19,ShinyShinyNew,197,When You Were Young,False
1000,Metric,12812,rppc,30,Off the Radar,263,Help I'm Alive (The Twelves Remix),False
1001,Robyn,6499,19jvd,21,From a High Horse,296,Call Your Girlfriend (Feed Me Remix),False
1002,Drive-By Truckers,14,vjep,2,Bottom of the Glass,302,Lookout Mountain,True
1003,Okkervil River,320,19p5w,32,Indie Rock Cafe,216,Wake and Be Fine,True
1004,Keegan DeWitt,54,13smw,4,guerolitomusic,287,Hearts Beat Loud,True
1005,My Morning Jacket,98,yj17,4,Football and Music,182,Blue Moon,True
1006,Jolie Holland,63,1b7zm,14,This Is That Song,197,Gold and Yellow,True
1007,Friendly Fires,11980,ma8d,124,EARMILK,464,Paris (feat. Au Revoir Simone) (Aeroplane Remix),True
1008,Calvin Harris,11077,1b5g1,16,JayeL Audio Music,184,Bounce (feat. Kelis),False
1009,Body Language,4332,19dre,22,Caveman Sound,319,Social Studies (Plastic Plates Remix),False
1010,Bon Iver,6600,d6gc,51,Shelter From the Norm,401,Re: Stacks,False
1011,Boy & Bear,4929,w0q8,28,The Dadada Music Blog,187,Mexican Mavis,False
1012,The Dean's List,8803,1af10,10,Become Your Drum,153,Dear Professor,False
1013,Jason Isbell,6,1ba1p,1,Berkeley Place,367,Into the Mystic (Van Morrison),True
1014,Deadmau5,1850,1baxw,1,Vacay Wave,443,Maths,False
1015,Avicii ft. Salem Al Fakir,7086,1h189,3,Salacious Sound,358,Silhouettes (Original Mix),False
1016,Martin Solveig feat. Dragonette,17915,158kj,19,Audio Drums,282,Hello (Original Mix),False
1017,Big Sean,2646,1b93h,5,Avenge the Virgins,217,I Do It,False
1018,Ellie Goulding,9973,1b9aq,9,aerial noise,269,Heartbeats (Cosmonaut Grechko edit),False
1019,The Catalina Rhyme Mixers,3722,1b8y2,3,Sunset in the Rearview,223,Nasa Drugs (Kanye West // Wale // Ratatat),False
1020,Justice,1770,1afzn,3,I Love This Beat,304,Civilization (Neon Stereo Private Bootleg),False
1021,Foster The People,13146,1ba33,39,Lautstark,241,Call It What You Want,False
1022,Ellie Goulding,7356,x1v7,13,earmilk,282,Under The Sheets (Baby Monster Remix),False
1023,e-dubble,3264,1b89w,4,This Bonus Track,320,Changed My Mind,False
1024,Afrojack & R3hab,2310,1b6d9,2,Sheena Beaston,360,Aces High Prutata (Original Mix),False
1025,Divide & Kreate,7300,18vtm,6,Oh My Rock,201,Crazy in the deep (Adele vs Gnarles Barkley),False
1026,Eminem,6641,1b0s0,1,This Bonus Track,217,"A Drop In The Ocean (feat. Kanye West, Wiz Khalifa & Ron Pope)",False
1027,Al Bizzare,4290,1b24j,1,Vacay Wave,285,Fresh Scream,False
1028,Ayah Marar,1890,1a9z9,2,earmilk,222,Follow You (YOGI REMIX),False
1029,Avicii,24371,1b6a2,29,Seattle in High Def,334,Levels (Original Mix),False
1030,Band Of Horses,14322,19qx6,15,Et Musique Pour Tous,305,The Funeral (Butch Clancy Remix),False
1031,Afrojack,4449,1b4ry,4,gottadancedirty,324,Pop On Acid,False
1032,Amadou & Mariam,12320,1789c,31,djnodj,353,Sabali (Miike Snow Remix),False
1033,Sleigh Bells,10369,124sg,63,EARMILK,230,Rill Rill,False
1034,Ellie Goulding,22544,1753q,21,Silence Nogood,281,Your Song (Blackmill Dubstep Remix),True
1035,The Black Keys,22226,10k0q,94,Indie Shuffle,210,Tighten Up,True
1036,Arcade Fire,10860,13n5s,74,JP's Blog,326,Sprawl II (Mountains Beyond Mountains),False
1037,Lupe Fiasco,23793,15xt6,28,No Genre,240,The Show Goes On,False
1038,Bright Eyes,3681,17hp9,64,music is art,236,Shell Games,False
1039,Caribou,16603,z73x,192,Le Limonadier,315,Odessa,False
1040,Broken Bells,19010,y7dr,124,Delicieuse Musique,232,The High Road,False
1041,Skrillex,4557,15wcb,14,I Love This Beat,204,Scary Monsters And Nice Sprites (Noisia Remix),False
1042,BRITNEY SPEARS,1818,1ahex,2,Nashville Nights,227,Till the World Ends ( Bloody Beetroots Rmx ),False
1043,California Wives,3084,19k2h,34,The Panic Manual,246,Tokyo,False
1044,Red Hot Chili Peppers,6520,1aa3b,6,EARMILK,265,Can't Stop (Love & Light Dubstep Remix),False
1045,Wolfgang Gartner feat. Will.I.Am,3181,1ahcr,6,The Wet Blog,220,Forever (Radio Edit),False
1046,Avicii vs. Morgan Page and Lissie,9164,18cmr,5,EARMILK,431,The Longest Bromance (Iacabone Edit),False
1047,Beastie Boys,6692,1aez0,63,The Dadada Music Blog,210,Make Some Noise,False
1048,James Vincent McMorrow,13239,1ae4f,35,2 U I Bestow,205,We Don't Eat (Adventure Club Dubstep Remix),False
1049,Of Monsters And Men,26215,179kx,71,Meadow Music,246,Little Talks,True
1050,Xaphoon Jones,12186,1ab7h,14,Oh My Rock,179,The Jackson Pit,True
1051,Foster The People,18433,zwnr,77,Golden Bloggen,253,Pumped Up Kicks,False
1052,Dr. Dre,5569,18jdc,3,Music-mashs Blog,284,I Need a Doctor (feat. Eminem),False
1053,Afrojack,7499,17pca,3,This Bonus Track,480,Replica (Daft Punk Vs. Yelle Vs. Katy Perry Vs. Bloc Party Vs. Major Lazer),True
1054,Toro Y Moi,9767,17610,144,frenchysymphony,270,Still Sound,False
1055,Cults,20102,102c2,224,Music For Ants,202,Go Outside,False
1056,Wiz Khalifa,880,17pk5,1,the culture of me,221,This Plane (Sound Remedy remix),False
1057,Hidetake Takayama,993,17pn7,1,Hilly Dilly,340,Sunset Song,True
1058,Röyksopp,2931,pr7d,35,FYaCity,332,Happy Up Here (Boys Noize Remix),False
1059,Zeds Dead,7337,12ec5,21,Silence Nogood,271,White Satin,False
1060,The Tallest Man On Earth,6738,z7wd,117,Star Maker Machine,206,King of Spain,True
1061,Robyn,12396,11aym,60,Listen Before You Buy,291,Dancing On My Own,False
1062,Clockwork,1622,10gjx,5,surviving the golden age,241,Office Musik (Dwight K. Schrute vs Weezy F. Baby),False
1063,Chiddy Bang,3205,155za,2,Silence Nogood,177,The Good Life (Prod. Pharrell Williams),False
1064,The White Panda,7701,1621k,7,Silence Nogood,172,Escape Day 'N' Nite (Kid Cudi // Tiesto),True
1065,iSquare,7240,15v9c,10,The World Forgot,324,HEY SEXY LADY (SKRILLEX REMIX),False
1066,Gorillaz,2077,17nvy,10,earmilk,206,Revolving Doors,False
1067,Cee-Lo Green,17482,1618f,67,Another Dying Art Form,225,Fuck You,False
1068,Lady Gaga,2407,11x0p,5,Ants in My Trance,377,Alejandro (Skrillex Club Mix),False
1069,Skrillex,8822,162dq,15,Friends From Far,297,Kill Everybody (Original Mix),False
